,event,code,venue_cleaned,venue_loc,City,start_datetime,end_datetime,start_timestamp,end_timestamp
108,Athletics,AT014,olympic park,"[51.54343, -0.016627]",London,2012-08-10 19:00:00,2012-08-10 21:40:00,1344625200.0,1344634800.0
107,Athletics,AT014,olympic park,"[51.54343, -0.016627]",London,2012-08-10 19:00:00,2012-08-10 21:40:00,1344625200.0,1344634800.0
109,Athletics,AT014,olympic park,"[51.54343, -0.016627]",London,2012-08-10 19:00:00,2012-08-10 21:40:00,1344625200.0,1344634800.0
110,Athletics,AT014,olympic park,"[51.54343, -0.016627]",London,2012-08-10 19:00:00,2012-08-10 21:40:00,1344625200.0,1344634800.0
106,Athletics,AT014,olympic park,"[51.54343, -0.016627]",London,2012-08-10 19:00:00,2012-08-10 21:40:00,1344625200.0,1344634800.0
111,Athletics,AT014,olympic park,"[51.54343, -0.016627]",London,2012-08-10 19:00:00,2012-08-10 21:40:00,1344625200.0,1344634800.0
105,Athletics,AT014,olympic park,"[51.54343, -0.016627]",London,2012-08-10 19:00:00,2012-08-10 21:40:00,1344625200.0,1344634800.0
112,Athletics,AT014,olympic park,"[51.54343, -0.016627]",London,2012-08-10 19:00:00,2012-08-10 21:40:00,1344625200.0,1344634800.0
103,Athletics,AT014,olympic park,"[51.54343, -0.016627]",London,2012-08-10 19:00:00,2012-08-10 21:40:00,1344625200.0,1344634800.0
104,Athletics,AT014,olympic park,"[51.54343, -0.016627]",London,2012-08-10 19:00:00,2012-08-10 21:40:00,1344625200.0,1344634800.0
415,Diving,DV014,olympic park,"[51.54343, -0.016627]",London,2012-08-10 19:00:00,2012-08-10 22:45:00,1344625200.0,1344638700.0
815,Volleyball,VO038,earls court,"[51.492483, -0.199686]",London,2012-08-10 19:30:00,2012-08-10 21:00:00,1344627000.0,1344632400.0
733,Taekwondo,TK009,excel,"[51.507218, 0.030504]",London,2012-08-10 20:00:00,2012-08-10 23:15:00,1344628800.0,1344640500.0
516,Hockey,HO039,olympic park,"[51.54343, -0.016627]",London,2012-08-10 20:00:00,2012-08-10 22:30:00,1344628800.0,1344637800.0
732,Taekwondo,TK009,excel,"[51.507218, 0.030504]",London,2012-08-10 20:00:00,2012-08-10 23:15:00,1344628800.0,1344640500.0
323,Boxing,BX026,excel,"[51.507218, 0.030504]",London,2012-08-10 20:30:00,2012-08-10 23:00:00,1344630600.0,1344639600.0
324,Boxing,BX026,excel,"[51.507218, 0.030504]",London,2012-08-10 20:30:00,2012-08-10 23:00:00,1344630600.0,1344639600.0
1042,Handball,HB042,olympic park,"[51.54343, -0.016627]",London,2012-08-10 20:30:00,2012-08-10 22:30:00,1344630600.0,1344637800.0
321,Boxing,BX026,excel,"[51.507218, 0.030504]",London,2012-08-10 20:30:00,2012-08-10 23:00:00,1344630600.0,1344639600.0
322,Boxing,BX026,excel,"[51.507218, 0.030504]",London,2012-08-10 20:30:00,2012-08-10 23:00:00,1344630600.0,1344639600.0
320,Boxing,BX026,excel,"[51.507218, 0.030504]",London,2012-08-10 20:30:00,2012-08-10 23:00:00,1344630600.0,1344639600.0
954,Basketball,BK038,north greenwich arena,"[51.503126, 0.003191]",London,2012-08-10 21:00:00,2012-08-10 23:00:00,1344632400.0,1344639600.0
517,Hockey,HO040,olympic park,"[51.54343, -0.016627]",London,2012-08-11 08:30:00,2012-08-11 13:30:00,1344673800.0,1344691800.0
734,Taekwondo,TK010,excel,"[51.507218, 0.030504]",London,2012-08-11 09:00:00,2012-08-11 13:00:00,1344675600.0,1344690000.0
735,Taekwondo,TK010,excel,"[51.507218, 0.030504]",London,2012-08-11 09:00:00,2012-08-11 13:00:00,1344675600.0,1344690000.0
127,Race Walk,AW002,the mall,"[51.504581, -0.13436]",London,2012-08-11 09:00:00,2012-08-11 13:20:00,1344675600.0,1344691200.0
621,Modern Pentathlon,MP001,olympic park,"[51.54343, -0.016627]",London,2012-08-11 09:00:00,2012-08-11 19:10:00,1344675600.0,1344712200.0
364,Canoe Sprint,CF006,eton dorney,"[51.493908, -0.663455]",London,2012-08-11 09:30:00,2012-08-11 11:20:00,1344677400.0,1344684000.0
365,Canoe Sprint,CF006,eton dorney,"[51.493908, -0.663455]",London,2012-08-11 09:30:00,2012-08-11 11:20:00,1344677400.0,1344684000.0
363,Canoe Sprint,CF006,eton dorney,"[51.493908, -0.663455]",London,2012-08-11 09:30:00,2012-08-11 11:20:00,1344677400.0,1344684000.0
366,Canoe Sprint,CF006,eton dorney,"[51.493908, -0.663455]",London,2012-08-11 09:30:00,2012-08-11 11:20:00,1344677400.0,1344684000.0
416,Diving,DV015,olympic park,"[51.54343, -0.016627]",London,2012-08-11 10:00:00,2012-08-11 11:50:00,1344679200.0,1344685800.0
851,Water Polo,WP032,olympic park,"[51.54343, -0.016627]",London,2012-08-11 10:20:00,2012-08-11 13:00:00,1344680400.0,1344690000.0
816,Volleyball,VO039,earls court,"[51.492483, -0.199686]",London,2012-08-11 11:30:00,2012-08-11 13:00:00,1344684600.0,1344690000.0
372,Cycling - Mountain Bike,CM001,hadleigh farm,"[51.552378, 0.597948]",London,2012-08-11 12:30:00,2012-08-11 14:30:00,1344688200.0,1344695400.0
894,Freestyle Wrestling,WF007,excel,"[51.507218, 0.030504]",London,2012-08-11 13:00:00,2012-08-11 15:45:00,1344690000.0,1344699900.0
895,Freestyle Wrestling,WF007,excel,"[51.507218, 0.030504]",London,2012-08-11 13:00:00,2012-08-11 15:45:00,1344690000.0,1344699900.0
893,Freestyle Wrestling,WF007,excel,"[51.507218, 0.030504]",London,2012-08-11 13:00:00,2012-08-11 15:45:00,1344690000.0,1344699900.0
474,Gymnastics - Rhythmic,GR003,wembley arena,"[51.558196, -0.282597]",London,2012-08-11 13:30:00,2012-08-11 16:05:00,1344691800.0,1344701100.0
852,Water Polo,WP033,olympic park,"[51.54343, -0.016627]",London,2012-08-11 14:30:00,2012-08-11 17:40:00,1344695400.0,1344706800.0
736,Taekwondo,TK011,excel,"[51.507218, 0.030504]",London,2012-08-11 15:00:00,2012-08-11 18:00:00,1344697200.0,1344708000.0
1000,Football,FB042,wembley stadium,"[51.556067, -0.279519]",London,2012-08-11 15:00:00,2012-08-11 17:30:00,1344697200.0,1344706200.0
737,Taekwondo,TK011,excel,"[51.507218, 0.030504]",London,2012-08-11 15:00:00,2012-08-11 18:00:00,1344697200.0,1344708000.0
622,Modern Pentathlon,MP002,olympic park,"[51.54343, -0.016627]",London,2012-08-11 15:10:00,2012-08-11 19:10:00,1344697800.0,1344712200.0
518,Hockey,HO041,olympic park,"[51.54343, -0.016627]",London,2012-08-11 15:30:00,2012-08-11 17:30:00,1344699000.0,1344706200.0
1043,Handball,HB043,olympic park,"[51.54343, -0.016627]",London,2012-08-11 17:00:00,2012-08-11 19:00:00,1344704400.0,1344711600.0
128,Race Walk,AW003,the mall,"[51.504581, -0.13436]",London,2012-08-11 17:00:00,2012-08-11 18:45:00,1344704400.0,1344710700.0
955,Basketball,BK039,north greenwich arena,"[51.503126, 0.003191]",London,2012-08-11 17:00:00,2012-08-11 19:00:00,1344704400.0,1344711600.0
898,Freestyle Wrestling,WF008,excel,"[51.507218, 0.030504]",London,2012-08-11 17:45:00,2012-08-11 20:15:00,1344707100.0,1344716100.0
897,Freestyle Wrestling,WF008,excel,"[51.507218, 0.030504]",London,2012-08-11 17:45:00,2012-08-11 20:15:00,1344707100.0,1344716100.0
896,Freestyle Wrestling,WF008,excel,"[51.507218, 0.030504]",London,2012-08-11 17:45:00,2012-08-11 20:15:00,1344707100.0,1344716100.0
817,Volleyball,VO040,earls court,"[51.492483, -0.199686]",London,2012-08-11 18:30:00,2012-08-11 20:40:00,1344709800.0,1344717600.0
116,Athletics,AT015,olympic park,"[51.54343, -0.016627]",London,2012-08-11 18:45:00,2012-08-11 21:30:00,1344710700.0,1344720600.0
117,Athletics,AT015,olympic park,"[51.54343, -0.016627]",London,2012-08-11 18:45:00,2012-08-11 21:30:00,1344710700.0,1344720600.0
120,Athletics,AT015,olympic park,"[51.54343, -0.016627]",London,2012-08-11 18:45:00,2012-08-11 21:30:00,1344710700.0,1344720600.0
113,Athletics,AT015,olympic park,"[51.54343, -0.016627]",London,2012-08-11 18:45:00,2012-08-11 21:30:00,1344710700.0,1344720600.0
114,Athletics,AT015,olympic park,"[51.54343, -0.016627]",London,2012-08-11 18:45:00,2012-08-11 21:30:00,1344710700.0,1344720600.0
118,Athletics,AT015,olympic park,"[51.54343, -0.016627]",London,2012-08-11 18:45:00,2012-08-11 21:30:00,1344710700.0,1344720600.0
121,Athletics,AT015,olympic park,"[51.54343, -0.016627]",London,2012-08-11 18:45:00,2012-08-11 21:30:00,1344710700.0,1344720600.0
122,Athletics,AT015,olympic park,"[51.54343, -0.016627]",London,2012-08-11 18:45:00,2012-08-11 21:30:00,1344710700.0,1344720600.0
123,Athletics,AT015,olympic park,"[51.54343, -0.016627]",London,2012-08-11 18:45:00,2012-08-11 21:30:00,1344710700.0,1344720600.0
115,Athletics,AT015,olympic park,"[51.54343, -0.016627]",London,2012-08-11 18:45:00,2012-08-11 21:30:00,1344710700.0,1344720600.0
119,Athletics,AT015,olympic park,"[51.54343, -0.016627]",London,2012-08-11 18:45:00,2012-08-11 21:30:00,1344710700.0,1344720600.0
519,Hockey,HO042,olympic park,"[51.54343, -0.016627]",London,2012-08-11 20:00:00,2012-08-11 22:30:00,1344715200.0,1344724200.0
739,Taekwondo,TK012,excel,"[51.507218, 0.030504]",London,2012-08-11 20:00:00,2012-08-11 23:15:00,1344715200.0,1344726900.0
738,Taekwondo,TK012,excel,"[51.507218, 0.030504]",London,2012-08-11 20:00:00,2012-08-11 23:15:00,1344715200.0,1344726900.0
329,Boxing,BX027,excel,"[51.507218, 0.030504]",London,2012-08-11 20:30:00,2012-08-11 23:00:00,1344717000.0,1344726000.0
327,Boxing,BX027,excel,"[51.507218, 0.030504]",London,2012-08-11 20:30:00,2012-08-11 23:00:00,1344717000.0,1344726000.0
328,Boxing,BX027,excel,"[51.507218, 0.030504]",London,2012-08-11 20:30:00,2012-08-11 23:00:00,1344717000.0,1344726000.0
417,Diving,DV016,olympic park,"[51.54343, -0.016627]",London,2012-08-11 20:30:00,2012-08-11 22:10:00,1344717000.0,1344723000.0
325,Boxing,BX027,excel,"[51.507218, 0.030504]",London,2012-08-11 20:30:00,2012-08-11 23:00:00,1344717000.0,1344726000.0
1044,Handball,HB044,olympic park,"[51.54343, -0.016627]",London,2012-08-11 20:30:00,2012-08-11 23:00:00,1344717000.0,1344726000.0
326,Boxing,BX027,excel,"[51.507218, 0.030504]",London,2012-08-11 20:30:00,2012-08-11 23:00:00,1344717000.0,1344726000.0
956,Basketball,BK040,north greenwich arena,"[51.503126, 0.003191]",London,2012-08-11 21:00:00,2012-08-11 23:30:00,1344718800.0,1344727800.0
623,Modern Pentathlon,MP003,olympic park,"[51.54343, -0.016627]",London,2012-08-12 08:00:00,2012-08-12 18:00:00,1344758400.0,1344794400.0
900,Freestyle Wrestling,WF009,excel,"[51.507218, 0.030504]",London,2012-08-12 08:30:00,2012-08-12 11:15:00,1344760200.0,1344770100.0
899,Freestyle Wrestling,WF009,excel,"[51.507218, 0.030504]",London,2012-08-12 08:30:00,2012-08-12 11:15:00,1344760200.0,1344770100.0
818,Volleyball,VO041,earls court,"[51.492483, -0.199686]",London,2012-08-12 09:30:00,2012-08-12 11:00:00,1344763800.0,1344769200.0
1045,Handball,HB045,olympic park,"[51.54343, -0.016627]",London,2012-08-12 11:00:00,2012-08-12 13:00:00,1344769200.0,1344776400.0
125,Marathon,AM002,the mall,"[51.504581, -0.13436]",London,2012-08-12 11:00:00,2012-08-12 13:40:00,1344769200.0,1344778800.0
957,Basketball,BK041,north greenwich arena,"[51.503126, 0.003191]",London,2012-08-12 11:00:00,2012-08-12 13:00:00,1344769200.0,1344776400.0
902,Freestyle Wrestling,WF010,excel,"[51.507218, 0.030504]",London,2012-08-12 12:45:00,2012-08-12 15:15:00,1344775500.0,1344784500.0
901,Freestyle Wrestling,WF010,excel,"[51.507218, 0.030504]",London,2012-08-12 12:45:00,2012-08-12 15:15:00,1344775500.0,1344784500.0
819,Volleyball,VO042,earls court,"[51.492483, -0.199686]",London,2012-08-12 13:00:00,2012-08-12 15:10:00,1344776400.0,1344784200.0
332,Boxing,BX028,excel,"[51.507218, 0.030504]",London,2012-08-12 13:30:00,2012-08-12 16:00:00,1344778200.0,1344787200.0
331,Boxing,BX028,excel,"[51.507218, 0.030504]",London,2012-08-12 13:30:00,2012-08-12 16:00:00,1344778200.0,1344787200.0
475,Gymnastics - Rhythmic,GR004,wembley arena,"[51.558196, -0.282597]",London,2012-08-12 13:30:00,2012-08-12 15:10:00,1344778200.0,1344784200.0
333,Boxing,BX028,excel,"[51.507218, 0.030504]",London,2012-08-12 13:30:00,2012-08-12 16:00:00,1344778200.0,1344787200.0
334,Boxing,BX028,excel,"[51.507218, 0.030504]",London,2012-08-12 13:30:00,2012-08-12 16:00:00,1344778200.0,1344787200.0
373,Cycling - Mountain Bike,CM002,hadleigh farm,"[51.552378, 0.597948]",London,2012-08-12 13:30:00,2012-08-12 15:30:00,1344778200.0,1344785400.0
330,Boxing,BX028,excel,"[51.507218, 0.030504]",London,2012-08-12 13:30:00,2012-08-12 16:00:00,1344778200.0,1344787200.0
624,Modern Pentathlon,MP004,olympic park,"[51.54343, -0.016627]",London,2012-08-12 14:00:00,2012-08-12 18:00:00,1344780000.0,1344794400.0
1046,Handball,HB046,olympic park,"[51.54343, -0.016627]",London,2012-08-12 15:00:00,2012-08-12 17:30:00,1344783600.0,1344792600.0
958,Basketball,BK042,north greenwich arena,"[51.503126, 0.003191]",London,2012-08-12 15:00:00,2012-08-12 17:30:00,1344783600.0,1344792600.0
